inchikey,annotation_status,n_input_rows,n_input_smiles,n_valid_smiles,n_unique_standardized_smiles,structure_conflict,representative_input_smiles,canonical_smiles,standardized_smiles,rdkit_inchikey,input_fragment_count,stereo_fallback_used,annotation_error_message,inchikey_exact_match,inchikey_connectivity_match,n_phenolic_OH,has_phenolic_OH,n_methoxy_aryl,has_methoxy_aryl,n_prenyl_like,has_prenyl_like,n_alpha_beta_unsaturated_carbonyl,has_alpha_beta_unsaturated_carbonyl,n_probable_sugar_rings,has_probable_sugar_ring,has_probable_sugar,bemis_murcko_scaffold_smiles,bemis_murcko_generic_scaffold_smiles,bemis_murcko_scaffold_atom_count,has_bemis_murcko_scaffold,murcko_framework,murko_framework,mw,exact_mw,logp,tpsa,fsp3,num_HBD,num_HBA,num_rings,num_aromatic_rings,num_rotatable_bonds,heavy_atom_number,formal_charge,fragment_count_after_standardization,selected_motif_count,is_simple_selected_motifs,decoration_combination,all_motif_combination,standardized_rdkit_inchikey,standardized_inchikey_exact_match,standardized_inchikey_connectivity_match,num_carbons,num_oxygens,num_nitrogens,num_sulfurs,num_halogens,largest_input_fragment_heavy_atoms,second_input_fragment_heavy_atoms,substantial_multicomponent_input,qc_zero_oxygen,qc_carbon_count_below_14,qc_contains_nitrogen,qc_contains_sulfur,qc_contains_halogen,primary_structure_eligible,structural_qc_status,structural_qc_reasons,class_np,family,genus,species,ref_id
PSHNFUINYKNYTK-MDZDMXLPSA-N,valid,3,1,1,1,False,COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(OC)c1OC,COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(OC)c1OC,COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(OC)c1OC,PSHNFUINYKNYTK-MDZDMXLPSA-N,1,False,,True,True,1,True,3,True,0,False,1,True,0,False,False,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,16,True,O=C(C=Cc1ccccc1)c1ccccc1,O=C(C=Cc1ccccc1)c1ccccc1,314.3370000000001,314.115423676,3.3141000000000016,64.99000000000001,0.16666666666666666,1,5,2,2,6,23,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl+alpha_beta_unsaturated_carbonyl,PSHNFUINYKNYTK-MDZDMXLPSA-N,True,True,18,5,0,0,0,23,,False,False,False,False,False,False,True,pass,,Chalcones,Annonaceae;Asteraceae;Lauraceae,Helichrysum;Lindera;Uvaria,Helichrysum sutherlandii;Lindera erythrocarpa;Uvaria mocoli,10.1016/S0031-9422(00)82740-5;10.1016/S0031-9422(98)80009-5;10.1021/NP50059A016
PSHNFUINYKNYTK-UHFFFAOYSA-N,valid,2,1,1,1,False,COc1cc(O)c(C(=O)C=Cc2ccccc2)c(OC)c1OC,COc1cc(O)c(C(=O)C=Cc2ccccc2)c(OC)c1OC,COc1cc(O)c(C(=O)C=Cc2ccccc2)c(OC)c1OC,PSHNFUINYKNYTK-UHFFFAOYSA-N,1,False,,True,True,1,True,3,True,0,False,1,True,0,False,False,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,16,True,O=C(C=Cc1ccccc1)c1ccccc1,O=C(C=Cc1ccccc1)c1ccccc1,314.3370000000001,314.115423676,3.3141000000000016,64.99000000000001,0.16666666666666666,1,5,2,2,6,23,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl+alpha_beta_unsaturated_carbonyl,PSHNFUINYKNYTK-UHFFFAOYSA-N,True,True,18,5,0,0,0,23,,False,False,False,False,False,False,True,pass,,Chalcones,Annonaceae;Asteraceae,Helichrysum;Uvaria,Helichrysum sutherlandii;Uvaria mocoli,10.1016/S0031-9422(00)82740-5;10.1016/S0031-9422(98)80009-5
PSJNLMVDUBCKQD-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1cc(O)cc2c1C1Oc3c(ccc4c3C=CC(C)(C)O4)C1CO2,COc1cc(O)cc2c1C1Oc3c(ccc4c3C=CC(C)(C)O4)C1CO2,COc1cc(O)cc2c1C1Oc3c(ccc4c3C=CC(C)(C)O4)C1CO2,PSJNLMVDUBCKQD-UHFFFAOYSA-N,1,False,,True,True,1,True,1,True,0,False,0,False,0,False,False,C1=Cc2c(ccc3c2OC2c4ccccc4OCC32)OC1,C1CCC2C(C1)CCC1C2CC2C3CCCCC3CCC21,21,True,C1=Cc2c(ccc3c2OC2c4ccccc4OCC32)OC1,C1=Cc2c(ccc3c2OC2c4ccccc4OCC32)OC1,352.38600000000014,352.1310737399999,4.194700000000003,57.150000000000006,0.3333333333333333,1,5,5,2,1,26,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,PSJNLMVDUBCKQD-UHFFFAOYSA-N,True,True,21,5,0,0,0,26,,False,False,False,False,False,False,True,pass,,Pterocarpan,Fabaceae,Glycyrrhiza,Glycyrrhiza aspera,10.1248/CPB.46.1511
PSJNLMVDUBCKQD-VBKZILBWSA-N,valid,1,1,1,1,False,COc1cc(O)cc2c1[C@@H]1Oc3c(ccc4c3C=CC(C)(C)O4)[C@@H]1CO2,COc1cc(O)cc2c1[C@@H]1Oc3c(ccc4c3C=CC(C)(C)O4)[C@@H]1CO2,COc1cc(O)cc2c1[C@@H]1Oc3c(ccc4c3C=CC(C)(C)O4)[C@@H]1CO2,PSJNLMVDUBCKQD-VBKZILBWSA-N,1,False,,True,True,1,True,1,True,0,False,0,False,0,False,False,C1=Cc2c(ccc3c2OC2c4ccccc4OCC32)OC1,C1CCC2C(C1)CCC1C2CC2C3CCCCC3CCC21,21,True,C1=Cc2c(ccc3c2OC2c4ccccc4OCC32)OC1,C1=Cc2c(ccc3c2OC2c4ccccc4OCC32)OC1,352.38600000000014,352.1310737399999,4.194700000000003,57.150000000000006,0.3333333333333333,1,5,5,2,1,26,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,PSJNLMVDUBCKQD-VBKZILBWSA-N,True,True,21,5,0,0,0,26,,False,False,False,False,False,False,True,pass,,Pterocarpan,Fabaceae,Glycyrrhiza,Glycyrrhiza aspera,10.1248/CPB.46.1511
PSKRYCYFFGLSST-AJQTZOPKSA-N,valid,1,1,1,1,False,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c(Cc4c(O)c(CC=C(C)C)c5c(c4O)C(=O)C[C@H](c4ccc(OC)cc4)O5)c3O2)cc1,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c(Cc4c(O)c(CC=C(C)C)c5c(c4O)C(=O)C[C@H](c4ccc(OC)cc4)O5)c3O2)cc1,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c(Cc4c(O)c(CC=C(C)C)c5c(c4O)C(=O)C[C@H](c4ccc(OC)cc4)O5)c3O2)cc1,PSKRYCYFFGLSST-AJQTZOPKSA-N,1,False,,True,True,4,True,2,True,1,True,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccc(Cc3cccc4c3OC(c3ccccc3)CC4=O)cc21,CC1CC(C2CCCCC2)CC2CCC(CC3CCCC4C(C)CC(C5CCCCC5)CC34)CC12,35,True,O=C1CC(c2ccccc2)Oc2ccc(Cc3cccc4c3OC(c3ccccc3)CC4=O)cc21,O=C1CC(c2ccccc2)Oc2ccc(Cc3cccc4c3OC(c3ccccc3)CC4=O)cc21,652.6960000000004,652.230847352,7.038700000000009,151.98,0.2631578947368421,4,10,6,4,8,48,0,1,2,False,methoxy_aryl+prenyl_like,phenolic_OH+methoxy_aryl+prenyl_like,PSKRYCYFFGLSST-AJQTZOPKSA-N,True,True,38,10,0,0,0,48,,False,False,False,False,False,False,True,pass,,Flavanones,Rutaceae,Bosistoa,Bosistoa medicinalis,10.1021/NP50091A007
PSKRYCYFFGLSST-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1ccc(C2CC(=O)c3c(O)cc(O)c(Cc4c(O)c(CC=C(C)C)c5c(c4O)C(=O)CC(c4ccc(OC)cc4)O5)c3O2)cc1,COc1ccc(C2CC(=O)c3c(O)cc(O)c(Cc4c(O)c(CC=C(C)C)c5c(c4O)C(=O)CC(c4ccc(OC)cc4)O5)c3O2)cc1,COc1ccc(C2CC(=O)c3c(O)cc(O)c(Cc4c(O)c(CC=C(C)C)c5c(c4O)C(=O)CC(c4ccc(OC)cc4)O5)c3O2)cc1,PSKRYCYFFGLSST-UHFFFAOYSA-N,1,False,,True,True,4,True,2,True,1,True,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccc(Cc3cccc4c3OC(c3ccccc3)CC4=O)cc21,CC1CC(C2CCCCC2)CC2CCC(CC3CCCC4C(C)CC(C5CCCCC5)CC34)CC12,35,True,O=C1CC(c2ccccc2)Oc2ccc(Cc3cccc4c3OC(c3ccccc3)CC4=O)cc21,O=C1CC(c2ccccc2)Oc2ccc(Cc3cccc4c3OC(c3ccccc3)CC4=O)cc21,652.6960000000004,652.230847352,7.038700000000009,151.98,0.2631578947368421,4,10,6,4,8,48,0,1,2,False,methoxy_aryl+prenyl_like,phenolic_OH+methoxy_aryl+prenyl_like,PSKRYCYFFGLSST-UHFFFAOYSA-N,True,True,38,10,0,0,0,48,,False,False,False,False,False,False,True,pass,,Flavanones,Rutaceae,Bosistoa,Bosistoa medicinalis,10.1021/NP50091A007
PSNAHUHZDLOOJY-BMVCGZRMSA-N,valid,1,1,1,1,False,CC(=O)Oc1ccc(C(=O)O[C@@H]2Cc3c(OC(C)=O)cc(OC(C)=O)c([C@H]4c5c(OC(C)=O)cc(OC(C)=O)cc5O[C@H](c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@@H]4OC(C)=O)c3O[C@@H]2c2cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c2)cc1,CC(=O)Oc1ccc(C(=O)O[C@@H]2Cc3c(OC(C)=O)cc(OC(C)=O)c([C@H]4c5c(OC(C)=O)cc(OC(C)=O)cc5O[C@H](c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@@H]4OC(C)=O)c3O[C@@H]2c2cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c2)cc1,CC(=O)Oc1ccc(C(=O)O[C@@H]2Cc3c(OC(C)=O)cc(OC(C)=O)c([C@H]4c5c(OC(C)=O)cc(OC(C)=O)cc5O[C@H](c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@@H]4OC(C)=O)c3O[C@@H]2c2cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c2)cc1,PSNAHUHZDLOOJY-BMVCGZRMSA-N,1,False,,True,True,0,False,0,False,0,False,0,False,0,False,False,O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4ccccc43)c2OC1c1ccccc1)c1ccccc1,CC(CC1CC2CCCC(C3CC(C4CCCCC4)CC4CCCCC43)C2CC1C1CCCCC1)C1CCCCC1,41,True,O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4ccccc43)c2OC1c1ccccc1)c1ccccc1,O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4ccccc43)c2OC1c1ccccc1)c1ccccc1,1235.0749999999998,1234.2801610879999,6.964000000000008,360.36,0.29508196721311475,0,28,7,5,17,89,0,1,0,True,none_of_selected_motifs,none_of_selected_motifs,PSNAHUHZDLOOJY-BMVCGZRMSA-N,True,True,61,28,0,0,0,89,,False,False,False,False,False,False,True,pass,,Flavan-3-ols,Fabaceae,Stryphnodendron,Stryphnodendron adstringens,10.1016/0031-9422(95)00686-9
PSNAHUHZDLOOJY-LZBWTEMJSA-N,valid,1,1,1,1,False,CC(=O)Oc1ccc(C(=O)O[C@@H]2Cc3c(OC(C)=O)cc(OC(C)=O)c([C@@H]4c5c(OC(C)=O)cc(OC(C)=O)cc5O[C@H](c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@@H]4OC(C)=O)c3O[C@@H]2c2cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c2)cc1,CC(=O)Oc1ccc(C(=O)O[C@@H]2Cc3c(OC(C)=O)cc(OC(C)=O)c([C@@H]4c5c(OC(C)=O)cc(OC(C)=O)cc5O[C@H](c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@@H]4OC(C)=O)c3O[C@@H]2c2cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c2)cc1,CC(=O)Oc1ccc(C(=O)O[C@@H]2Cc3c(OC(C)=O)cc(OC(C)=O)c([C@@H]4c5c(OC(C)=O)cc(OC(C)=O)cc5O[C@H](c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@@H]4OC(C)=O)c3O[C@@H]2c2cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c2)cc1,PSNAHUHZDLOOJY-LZBWTEMJSA-N,1,False,,True,True,0,False,0,False,0,False,0,False,0,False,False,O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4ccccc43)c2OC1c1ccccc1)c1ccccc1,CC(CC1CC2CCCC(C3CC(C4CCCCC4)CC4CCCCC43)C2CC1C1CCCCC1)C1CCCCC1,41,True,O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4ccccc43)c2OC1c1ccccc1)c1ccccc1,O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4ccccc43)c2OC1c1ccccc1)c1ccccc1,1235.0749999999998,1234.2801610879999,6.964000000000008,360.36,0.29508196721311475,0,28,7,5,17,89,0,1,0,True,none_of_selected_motifs,none_of_selected_motifs,PSNAHUHZDLOOJY-LZBWTEMJSA-N,True,True,61,28,0,0,0,89,,False,False,False,False,False,False,True,pass,,Flavan-3-ols,Fabaceae,Stryphnodendron,Stryphnodendron adstringens,10.1016/0031-9422(95)00686-9
PSNAHUHZDLOOJY-UHFFFAOYSA-N,valid,1,1,1,1,False,CC(=O)Oc1ccc(C(=O)OC2Cc3c(OC(C)=O)cc(OC(C)=O)c(C4c5c(OC(C)=O)cc(OC(C)=O)cc5OC(c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)C4OC(C)=O)c3OC2c2cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c2)cc1,CC(=O)Oc1ccc(C(=O)OC2Cc3c(OC(C)=O)cc(OC(C)=O)c(C4c5c(OC(C)=O)cc(OC(C)=O)cc5OC(c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)C4OC(C)=O)c3OC2c2cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c2)cc1,CC(=O)Oc1ccc(C(=O)OC2Cc3c(OC(C)=O)cc(OC(C)=O)c(C4c5c(OC(C)=O)cc(OC(C)=O)cc5OC(c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)C4OC(C)=O)c3OC2c2cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c2)cc1,PSNAHUHZDLOOJY-UHFFFAOYSA-N,1,False,,True,True,0,False,0,False,0,False,0,False,0,False,False,O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4ccccc43)c2OC1c1ccccc1)c1ccccc1,CC(CC1CC2CCCC(C3CC(C4CCCCC4)CC4CCCCC43)C2CC1C1CCCCC1)C1CCCCC1,41,True,O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4ccccc43)c2OC1c1ccccc1)c1ccccc1,O=C(OC1Cc2cccc(C3CC(c4ccccc4)Oc4ccccc43)c2OC1c1ccccc1)c1ccccc1,1235.0749999999998,1234.2801610879999,6.964000000000008,360.36,0.29508196721311475,0,28,7,5,17,89,0,1,0,True,none_of_selected_motifs,none_of_selected_motifs,PSNAHUHZDLOOJY-UHFFFAOYSA-N,True,True,61,28,0,0,0,89,,False,False,False,False,False,False,True,pass,,Flavan-3-ols,Fabaceae,Stryphnodendron,Stryphnodendron adstringens,10.1016/0031-9422(95)00686-9
PSOLWKCBNWNCAJ-OALUTQOASA-N,valid,1,1,1,1,False,CC1(C)C=Cc2c(O)c3c(c(C[C@H](O)C(C)(C)O)c2O1)O[C@H](c1ccc(O)cc1)CC3=O,CC1(C)C=Cc2c(O)c3c(c(C[C@H](O)C(C)(C)O)c2O1)O[C@H](c1ccc(O)cc1)CC3=O,CC1(C)C=Cc2c(O)c3c(c(C[C@H](O)C(C)(C)O)c2O1)O[C@H](c1ccc(O)cc1)CC3=O,PSOLWKCBNWNCAJ-OALUTQOASA-N,1,False,,True,True,2,True,0,False,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2cc3c(cc21)C=CCO3,CC1CC(C2CCCCC2)CC2CC3CCCCC3CC12,21,True,O=C1CC(c2ccccc2)Oc2cc3c(cc21)C=CCO3,O=C1CC(c2ccccc2)Oc2cc3c(cc21)C=CCO3,440.4920000000002,440.1835032359999,3.6628000000000016,116.45000000000002,0.4,4,7,4,2,4,32,0,1,0,True,none_of_selected_motifs,phenolic_OH,PSOLWKCBNWNCAJ-OALUTQOASA-N,True,True,25,7,0,0,0,32,,False,False,False,False,False,False,True,pass,,Flavanones,Fabaceae,Derris,Derris reticulata,10.3987/COM-02-9483
PSOLWKCBNWNCAJ-RBUKOAKNSA-N,valid,1,1,1,1,False,CC1(C)C=Cc2c(O)c3c(c(C[C@@H](O)C(C)(C)O)c2O1)O[C@H](c1ccc(O)cc1)CC3=O,CC1(C)C=Cc2c(O)c3c(c(C[C@@H](O)C(C)(C)O)c2O1)O[C@H](c1ccc(O)cc1)CC3=O,CC1(C)C=Cc2c(O)c3c(c(C[C@@H](O)C(C)(C)O)c2O1)O[C@H](c1ccc(O)cc1)CC3=O,PSOLWKCBNWNCAJ-RBUKOAKNSA-N,1,False,,True,True,2,True,0,False,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2cc3c(cc21)C=CCO3,CC1CC(C2CCCCC2)CC2CC3CCCCC3CC12,21,True,O=C1CC(c2ccccc2)Oc2cc3c(cc21)C=CCO3,O=C1CC(c2ccccc2)Oc2cc3c(cc21)C=CCO3,440.4920000000002,440.1835032359999,3.6628000000000016,116.45000000000002,0.4,4,7,4,2,4,32,0,1,0,True,none_of_selected_motifs,phenolic_OH,PSOLWKCBNWNCAJ-RBUKOAKNSA-N,True,True,25,7,0,0,0,32,,False,False,False,False,False,False,True,pass,,Flavanones,Fabaceae,Derris,Derris reticulata,10.3987/COM-02-9483
PSOLWKCBNWNCAJ-UHFFFAOYSA-N,valid,1,1,1,1,False,CC1(C)C=Cc2c(O)c3c(c(CC(O)C(C)(C)O)c2O1)OC(c1ccc(O)cc1)CC3=O,CC1(C)C=Cc2c(O)c3c(c(CC(O)C(C)(C)O)c2O1)OC(c1ccc(O)cc1)CC3=O,CC1(C)C=Cc2c(O)c3c(c(CC(O)C(C)(C)O)c2O1)OC(c1ccc(O)cc1)CC3=O,PSOLWKCBNWNCAJ-UHFFFAOYSA-N,1,False,,True,True,2,True,0,False,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2cc3c(cc21)C=CCO3,CC1CC(C2CCCCC2)CC2CC3CCCCC3CC12,21,True,O=C1CC(c2ccccc2)Oc2cc3c(cc21)C=CCO3,O=C1CC(c2ccccc2)Oc2cc3c(cc21)C=CCO3,440.4920000000002,440.1835032359999,3.6628000000000016,116.45000000000002,0.4,4,7,4,2,4,32,0,1,0,True,none_of_selected_motifs,phenolic_OH,PSOLWKCBNWNCAJ-UHFFFAOYSA-N,True,True,25,7,0,0,0,32,,False,False,False,False,False,False,True,pass,,Flavanones,Fabaceae,Derris,Derris reticulata,10.3987/COM-02-9483
PSOXBXMOSKWAMU-KRWDZBQOSA-N,valid,1,1,1,1,False,COc1ccc([C@@H]2CC(=O)c3c(OC)cc4c(c3O2)C=CC(C)(C)O4)cc1OC,COc1ccc([C@@H]2CC(=O)c3c(OC)cc4c(c3O2)C=CC(C)(C)O4)cc1OC,COc1ccc([C@@H]2CC(=O)c3c(OC)cc4c(c3O2)C=CC(C)(C)O4)cc1OC,PSOXBXMOSKWAMU-KRWDZBQOSA-N,1,False,,True,True,0,False,3,True,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2c1ccc1c2C=CCO1,CC1CC(C2CCCCC2)CC2C1CCC1CCCCC12,21,True,O=C1CC(c2ccccc2)Oc2c1ccc1c2C=CCO1,O=C1CC(c2ccccc2)Oc2c1ccc1c2C=CCO1,396.43900000000014,396.15728848799995,4.603100000000004,63.22000000000001,0.34782608695652173,0,6,4,2,4,29,0,1,1,False,methoxy_aryl,methoxy_aryl,PSOXBXMOSKWAMU-KRWDZBQOSA-N,True,True,23,6,0,0,0,29,,False,False,False,False,False,False,True,pass,,Flavanones,Rutaceae,Glycosmis,Glycosmis parviflora,10.1016/0031-9422(95)00171-3
PSOXBXMOSKWAMU-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1ccc(C2CC(=O)c3c(OC)cc4c(c3O2)C=CC(C)(C)O4)cc1OC,COc1ccc(C2CC(=O)c3c(OC)cc4c(c3O2)C=CC(C)(C)O4)cc1OC,COc1ccc(C2CC(=O)c3c(OC)cc4c(c3O2)C=CC(C)(C)O4)cc1OC,PSOXBXMOSKWAMU-UHFFFAOYSA-N,1,False,,True,True,0,False,3,True,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2c1ccc1c2C=CCO1,CC1CC(C2CCCCC2)CC2C1CCC1CCCCC12,21,True,O=C1CC(c2ccccc2)Oc2c1ccc1c2C=CCO1,O=C1CC(c2ccccc2)Oc2c1ccc1c2C=CCO1,396.43900000000014,396.15728848799995,4.603100000000004,63.22000000000001,0.34782608695652173,0,6,4,2,4,29,0,1,1,False,methoxy_aryl,methoxy_aryl,PSOXBXMOSKWAMU-UHFFFAOYSA-N,True,True,23,6,0,0,0,29,,False,False,False,False,False,False,True,pass,,Flavanones,Rutaceae,Glycosmis,Glycosmis parviflora,10.1016/0031-9422(95)00171-3
PSPONZNQSBPSLY-RMKNXTFCSA-N,valid,1,1,1,1,False,COc1cc(OC)c(C(=O)/C=C/c2ccc(O)cc2)c(O)c1OC,COc1cc(OC)c(C(=O)/C=C/c2ccc(O)cc2)c(O)c1OC,COc1cc(OC)c(C(=O)/C=C/c2ccc(O)cc2)c(O)c1OC,PSPONZNQSBPSLY-RMKNXTFCSA-N,1,False,,True,True,2,True,3,True,0,False,1,True,0,False,False,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,16,True,O=C(C=Cc1ccccc1)c1ccccc1,O=C(C=Cc1ccccc1)c1ccccc1,330.3360000000001,330.11033829599995,3.019700000000001,85.22000000000001,0.16666666666666666,2,6,2,2,6,24,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl+alpha_beta_unsaturated_carbonyl,PSPONZNQSBPSLY-RMKNXTFCSA-N,True,True,18,6,0,0,0,24,,False,False,False,False,False,False,True,pass,,Chalcones,Annonaceae,Monanthotaxis,Monanthotaxis cauliflora,10.1016/S0031-9422(00)94590-4
PSPONZNQSBPSLY-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1cc(OC)c(C(=O)C=Cc2ccc(O)cc2)c(O)c1OC,COc1cc(OC)c(C(=O)C=Cc2ccc(O)cc2)c(O)c1OC,COc1cc(OC)c(C(=O)C=Cc2ccc(O)cc2)c(O)c1OC,PSPONZNQSBPSLY-UHFFFAOYSA-N,1,False,,True,True,2,True,3,True,0,False,1,True,0,False,False,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,16,True,O=C(C=Cc1ccccc1)c1ccccc1,O=C(C=Cc1ccccc1)c1ccccc1,330.3360000000001,330.11033829599995,3.019700000000001,85.22000000000001,0.16666666666666666,2,6,2,2,6,24,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl+alpha_beta_unsaturated_carbonyl,PSPONZNQSBPSLY-UHFFFAOYSA-N,True,True,18,6,0,0,0,24,,False,False,False,False,False,False,True,pass,,Chalcones,Annonaceae,Monanthotaxis,Monanthotaxis cauliflora,10.1016/S0031-9422(00)94590-4
PSQNZFFDWLQECV-CYBMUJFWSA-N,valid,1,1,1,1,False,COc1ccc([C@H]2CC(=O)c3c(cc(OC)c(OC)c3O)O2)cc1O,COc1ccc([C@H]2CC(=O)c3c(cc(OC)c(OC)c3O)O2)cc1O,COc1ccc([C@H]2CC(=O)c3c(cc(OC)c(OC)c3O)O2)cc1O,PSQNZFFDWLQECV-CYBMUJFWSA-N,1,False,,True,True,2,True,3,True,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,346.33500000000004,346.1052529159999,2.830100000000002,94.45000000000002,0.2777777777777778,2,7,3,2,4,25,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,PSQNZFFDWLQECV-CYBMUJFWSA-N,True,True,18,7,0,0,0,25,,False,False,False,False,False,False,True,pass,,Flavanones,Lamiaceae,Vitex,Vitex negundo,10.1016/S0031-9422(00)80420-3
PSQNZFFDWLQECV-UHFFFAOYSA-N,valid,4,1,1,1,False,COc1ccc(C2CC(=O)c3c(cc(OC)c(OC)c3O)O2)cc1O,COc1ccc(C2CC(=O)c3c(cc(OC)c(OC)c3O)O2)cc1O,COc1ccc(C2CC(=O)c3c(cc(OC)c(OC)c3O)O2)cc1O,PSQNZFFDWLQECV-UHFFFAOYSA-N,1,False,,True,True,2,True,3,True,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,346.33500000000004,346.1052529159999,2.830100000000002,94.45000000000002,0.2777777777777778,2,7,3,2,4,25,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,PSQNZFFDWLQECV-UHFFFAOYSA-N,True,True,18,7,0,0,0,25,,False,False,False,False,False,False,True,pass,,Flavanones,Asteraceae;Lamiaceae,Eupatorium;Vitex,Eupatorium semiserratum;Vitex negundo;Vitex rotundifolia;Vitex trifolia,10.1016/0031-9422(81)80035-0;10.1016/S0031-9422(00)80420-3;10.1021/NP0105331
PSQNZFFDWLQECV-ZDUSSCGKSA-N,valid,4,1,1,1,False,COc1ccc([C@@H]2CC(=O)c3c(cc(OC)c(OC)c3O)O2)cc1O,COc1ccc([C@@H]2CC(=O)c3c(cc(OC)c(OC)c3O)O2)cc1O,COc1ccc([C@@H]2CC(=O)c3c(cc(OC)c(OC)c3O)O2)cc1O,PSQNZFFDWLQECV-ZDUSSCGKSA-N,1,False,,True,True,2,True,3,True,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,346.33500000000004,346.1052529159999,2.830100000000002,94.45000000000002,0.2777777777777778,2,7,3,2,4,25,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,PSQNZFFDWLQECV-ZDUSSCGKSA-N,True,True,18,7,0,0,0,25,,False,False,False,False,False,False,True,pass,,Flavanones,Asteraceae;Lamiaceae,Eupatorium;Vitex,Eupatorium semiserratum;Vitex negundo;Vitex rotundifolia;Vitex trifolia,10.1016/0031-9422(81)80035-0;10.1016/S0031-9422(00)80420-3;10.1021/NP0105331
